Ticker,Name,Industry,Year,Financial Statement,Cash,Short Term Investment Cash,Cash & Short Term Investments,Accounts Receivables,Inventories,Other Current Assets,Total Current Assets,"Gross Property, Plant and Equipment",Total Depreciation,Intangible Assets,Total Other Assets,Total Assets,Accounts Payable,Short Term Debt,Accrued Expenses (Liability),Other Current Liabilities,Other Liabilities,Long Term Debt,Deferred Taxes (Liability),Other Liabilities 1,Total Liabilities,Minority Interest (Equity),Preferred Stock (Equity),Common Equity,Total Shareholder Equity,Common Shares Outstanding,Prepaid Expenses,Cash Due From Banks (Asset),Ticker (Income Statement Data),Year (Income Statement Data),Financial Statement (Income Statement Data),Net Revenues,Cost of Goods Sold,Depreciation And Amortization Expense,Gross Income,General Expenses,Research And Development Expense,Total Operating Expenses,Operating Income,Extraordinary Credit,Extraordinary Charge,Interest Expense On Debt,Other Non-Operating Expenses,Pre-Tax Income,Income Tax Expense,Net Income,Shares To Calculate EPS,Shares To Calculate EPS Diluted,Earnings Per Share,Diluted Earnings Per share,Discontinued Operations,Extraordinary Items,Minority Interest,Pre-Tax Equity Earnings,Equity In Earnings,Other Operating Expenses,Preferred Dividend,Other Operating Income,Loan Loss Provision,Interest Expense Total,Interest Income,Non-Interest Income Total,Non-Interest Expense,Underwriting Expenses,Premiums Earned,Claim And Loss,Asset Turnover for Industry,Net Income for Industry,Equity for Industry,Sales for Industry,Assets for Industry,Positive Net Income,ROE for Industry,ROE (Income/Equity),Profit Margin (Income/Sales),Asset Turnover (Sales/Assets),Financial Leverage (Assets/Equity),Financial Leverage for Industry,Profit Margin for Industry
JCTCF,Jewett-Cameron Trading Company Ltd.,Consumer Services,2013,Balance Sheet,8300000,999100,8300000,3400000,8500000,0,21000000,5400000,-3200000,368700,368700,23700000,1700000,0,1100000,1300000,3000000,0,-50400,0,3100000,0,0,20600000,20600000,3100000,858000,0,JCTCF,2013,Income Statement,49300000,42900000,256500,6200000,1500000,0,44600000,4700000,-??,-??,0,353900,5100000,-1900000,3100000,3100000,3100000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
LOAN,Manhattan Bridge Capital Inc.,Consumer Services,2013,Balance Sheet,1000000,780300,1000000,10900000,0,0,0,0,0,0,25200,16100000,0,6700000,0,0,0,0,0,430300,7200000,0,0,8900000,8900000,4300000,0,0,LOAN,2013,Income Statement,2300000,1700,0,2300000,837800,0,1300000,977400,-??,-35000,442700,27500,970000,-387000,583000,4300000,4300000,0,0,0,0,0,0,0,0,0,0,0,442700,1900000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
MHH,Mastech Holdings Inc.,Consumer Services,2013,Balance Sheet,424000,-235000,424000,15000000,0,965000,16400000,3000000,-2800000,0,229000,17100000,2000000,12000,304000,351000,7600000,0,-248000,0,7600000,0,0,9500000,9500000,4200000,0,0,MHH,2013,Income Statement,106900000,86600000,153000,20100000,14800000,0,101600000,5300000,-??,-??,93000,-4000,5200000,-2000000,3400000,4200000,4300000,1,1,94000,442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,0
PCH,Potlatch Corporation,Consumer Services,2013,Balance Sheet,5600000,-11400000,57800000,16600000,36300000,0,0,515800000,0,0,63700000,697100000,0,2900000,2400000,0,0,320100000,-21600000,53400000,493000000,0,0,204100000,204100000,40500000,0,0,PCH,2013,Income Statement,571200000,381800000,27000000,162500000,50400000,0,483300000,88000000,-??,-3500000,24100000,0,84500000,-13900000,70600000,40500000,40700000,2,2,0,0,0,0,0,0,0,571200000,0,24100000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
RPT,Ramco-Gershenson Properties Trust,Consumer Services,2013,Balance Sheet,0,1600000,9200000,24800000,0,0,0,1700000000,-253300000,69600000,111200000,1700000000,0,39100000,0,0,0,719700000,0,92800000,854300000,-355000,100000000,670100000,770100000,66700000,0,0,RPT,2013,Income Statement,167800000,43400000,56300000,68100000,22300000,0,153200000,14600000,-??,-10000000,29400000,8600000,8400000,-64000,8800000,59300000,59700000,0,0,841000,2100000,-355000,-4800000,0,3000000,-7300000,41100000,0,28300000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
SPG,Simon Property Group Inc.,Consumer Services,2013,Balance Sheet,1700000000,532300000,1700000000,581500000,0,0,0,35100000000,-10100000000,409400000,994400000,33300000000,0,2100000000,0,0,0,21500000000,-1100000,2600000000,26300000000,-231900000,44400000,5800000000,5800000000,314300000,0,0,SPG,2013,Income Statement,5200000000,1100000000,1400000000,2700000000,245000000,0,3800000000,1400000000,-??,-82800000,1100000000,7900000,1300000000,-39700000,1200000000,310300000,310300000,4,4,0,107500000,-231900000,0,205300000,44100000,-3300000,1600000000,7700000,1000000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0
STAG,Stag Industrial Inc.,Consumer Services,2013,Balance Sheet,13500000,-12100000,13500000,4700000,0,0,0,1100000000,-71700000,4900000,240800000,1300000000,0,4400000,0,0,0,551600000,0,39600000,595700000,-1300000,139000000,464000000,603000000,44800000,0,0,STAG,2013,Income Statement,135300000,24600000,67600000,43100000,17800000,0,135100000,120000,-??,-27000,21700000,0,106000,0,-45000,42400000,42400000,0,0,-1200000,5300000,-1300000,0,0,3400000,-9500000,2600000,0,21700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SBUX,Starbucks Corp.,Consumer Services,2013,Balance Sheet,2600000000,1400000000,3200000000,561400000,1100000000,565000000,5500000000,7800000000,-4600000000,1100000000,1300000000,11500000000,491700000,0,3300000000,4300000000,5400000000,1300000000,-956900000,347600000,7000000000,-500000,0,4500000000,4500000000,1500000000,0,0,SBUX,2013,Income Statement,14900000000,11100000000,655600000,3200000000,937900000,0,12700000000,2200000000,-??,-2800000000,38500000,4100000,-229900000,-238700000,8300000,1500000000,1500000000,0,0,0,0,-500000,251400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
INN,Summit Hotel Properties Inc.,Consumer Services,2013,Balance Sheet,85200000,34000000,85200000,10400000,0,0,0,1300000000,-165500000,0,34900000,1300000000,0,9200000,18000000,0,0,426400000,-49000,36500000,472100000,-19000,84000,809800000,809800000,85400000,0,0,INN,2013,Income Statement,298600000,198300000,51200000,49100000,12300000,0,285200000,13400000,-??,-2000000,21900000,20000,11500000,-4900000,5800000,70300000,70700000,0,0,-728000,0,-19000,0,0,1900000,-14600000,15300000,0,21500000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
WMT,Wall-Mart Stores Inc.,Consumer Services,2013,Balance Sheet,7800000000,1200000000,7800000000,6800000000,43800000000,1600000000,59900000000,171700000000,-55000000000,20500000000,25700000000,203100000000,38100000000,12700000000,10800000000,13600000000,71800000000,41400000000,-3600000000,2600000000,120800000000,-757000000,0,76300000000,76300000000,3300000000,0,0,WMT,2013,Income Statement,469200000000,344000000000,8500000000,116700000000,88900000000,0,441400000000,27800000000,-??,-??,2300000000,0,25700000000,-8000000000,17000000000,3400000000,3400000000,5,5,0,0,-757000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0
DIS,Walt Disney Co.,Consumer Services,2013,Balance Sheet,3900000000,544000000,3900000000,7000000000,1500000000,647000000,13500000000,44800000000,-22500000000,34700000000,41000000000,81200000000,4900000000,1500000000,276000000,3700000000,11700000000,13100000000,-4100000000,1900000000,33100000000,-500000000,0,45400000000,45400000000,1800000000,443000000,0,DIS,2013,Income Statement,45000000000,33300000000,2200000000,9600000000,0,0,35500000000,9600000000,-??,-635000000,431000000,216000000,9600000000,-3000000000,6100000000,1800000000,1800000000,3,3,0,0,-500000000,688000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
LOW,Lowe’s Companies,Consumer Services,2013,Balance Sheet,541000000,-473000000,666000000,0,8600000000,518000000,9800000000,34700000000,-13200000000,0,1100000000,32700000000,4700000000,47000000,136000000,2200000000,7700000000,9000000000,-455000000,901000000,18800000000,0,0,13900000000,13900000000,1100000000,0,0,LOW,2013,Income Statement,50500000000,33100000000,1600000000,15800000000,12200000000,0,46900000000,3600000000,2000000,-88000000,436000000,0,3100000000,-1200000000,1900000000,1200000000,1200000000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
MCD,McDonald’s Corp.,Consumer Services,2013,Balance Sheet,2800000000,462600000,2800000000,1300000000,123700000,807900000,5100000000,40400000000,-14600000000,2900000000,4000000000,36600000000,1100000000,0,221600000,604700000,3200000000,14100000000,-1000000000,1700000000,20600000000,0,0,16000000000,16000000000,990400000,0,0,MCD,2013,Income Statement,28100000000,9600000000,1600000000,16900000000,8400000000,0,19600000000,8500000000,21800000,-30200000,537000000,145900000,8200000000,-2600000000,5600000000,998400000,1000000000,6,6,0,0,0,78200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
BEL,Belmond Ltd.,Consumer Services,2013,Balance Sheet,129200000,30300000,129200000,47300000,45100000,60300000,281800000,1600000000,-330400000,171100000,217400000,1900000000,23700000,73000000,74200000,112800000,209500000,566900000,-169400000,17200000,969200000,-63000,0,908200000,908200000,103600000,0,0,BEL,2013,Income Statement,594100000,267900000,48700000,277500000,227300000,0,543900000,50200000,3500000,-36400000,39000000,4600000,-15000000,-17600000,-32000000,103200000,103200000,0,0,-5800000,439000,-63000,0,6400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HD,Home Depot Inc.,Consumer Services,2013,Balance Sheet,2500000000,507000000,2500000000,1400000000,10700000000,773000000,15400000000,38500000000,-14400000000,1200000000,1500000000,41100000000,5400000000,1300000000,1600000000,3300000000,11500000000,9500000000,-289000000,2100000000,23300000000,0,0,17800000000,17800000000,1500000000,0,0,HD,2013,Income Statement,74800000000,48800000000,1700000000,24300000000,16500000000,0,67000000000,7800000000,67000000,0,635000000,0,7200000000,-2700000000,4500000000,1500000000,1500000000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
AROW,Arrow Financial Corporation,Finance,2013,Balance Sheet,0,1100000,0,0,0,0,0,0,0,26100000,69400000,2200000000,0,64800000,0,0,0,40000000,-4800000,19600000,2000000000,0,0,192200000,192200000,13000000,0,37300000,AROW,2013,Income Statement,92200000,0,8900000,0,0,0,61300000,30900000,-??,-??,1300000,0,30900000,-9100000,21800000,12800000,12800000,2,2,0,0,0,0,0,0,0,11400000,200000,7900000,64100000,28100000,53200000,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
BAC,Bank of America Corp. Corporation,Finance,2013,Balance Sheet,0,20600000000,0,0,0,0,0,0,0,80500000000,230800000000,2100000000000,0,244100000000,135200000000,0,0,249700000000,-32400000000,256100000000,1900000000000,0,13400000000,219300000000,232700000000,10600000000,0,142900000000,BAC,2013,Income Statement,97800000000,0,2700000000,0,0,0,78400000000,19400000000,-??,-6100000000,9700000000,0,16200000000,-4700000000,11400000000,10700000000,11500000000,1,1,0,0,0,2900000000,0,19100000000,-1300000000,-1000000000,3600000000,12800000000,55000000000,42800000000,62100000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
BYBK,Bay Bancorp Inc.,Finance,2013,Balance Sheet,0,3600000,0,0,0,0,0,0,0,4000000,10500000,422800000,0,0,3500000,0,0,0,-6600000,3500000,368200000,0,0,54600000,54600000,9400000,0,7100000,BYBK,2013,Income Statement,28000000,0,1400000,0,0,0,21200000,6800000,-??,-3100000,2100,0,3700000,-504100,3200000,8300000,8300000,0,0,0,0,0,0,0,0,0,3800000,842200,1300000,19000000,8900000,19100000,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0
CFNL,Cardinal Financial Corporation,Finance,2013,Balance Sheet,0,-37900000,0,0,0,0,0,0,0,10100000,66200000,2900000000,0,239600000,0,0,0,242100000,-5400000,33100000,2600000000,0,0,320500000,320500000,30300000,0,18300000,CFNL,2013,Income Statement,87200000,0,3300000,0,0,0,48800000,38400000,-??,-764000,8600000,0,37700000,-12200000,25500000,30700000,31100000,1,1,0,0,0,0,0,0,0,-33700000,-32000,21800000,114100000,-26900000,27000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
CARV,Carver Bancorp Inc.,Finance,2013,Balance Sheet,0,12900000,0,0,0,0,0,0,0,0,11300000,638300000,0,33000000,0,0,0,43400000,0,9400000,581500000,-945000,45100000,11500000,56600000,3700000,0,108700000,CARV,2013,Income Statement,29900000,0,1100000,0,0,0,29900000,45000,-??,-??,1400000,0,45000,-328000,662000,3700000,3700000,0,0,0,0,-945000,0,0,0,0,1200000,0,4900000,23800000,6100000,25000000,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
CFBK,Central Federal Corporation,Finance,2013,Balance Sheet,0,-6000000,0,0,0,0,0,0,0,0,7200000,255700000,0,10000000,0,0,0,11700000,0,2900000,232900000,0,0,22900000,22900000,15800000,0,19200000,CFBK,2013,Income Statement,8300000,0,642000,0,0,0,10400000,-2000000,-??,-??,477000,1100000,-918000,0,-918000,15800000,15800000,0,0,0,0,0,0,0,0,0,483000,496000,2100000,7500000,836000,7800000,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
CPF,Central Pacific Financial Corp.,Finance,2013,Balance Sheet,0,-128000000,0,0,0,0,0,0,0,32800000,349100000,4700000000,0,8000000,0,0,0,92800000,0,41100000,4100000000,0,0,660100000,660100000,42100000,0,45100000,CPF,2013,Income Statement,194100000,0,13400000,0,0,0,135100000,59000000,-??,-??,3100000,0,59800000,-112200000,172100000,42000000,42300000,4,4,0,0,0,790000,0,0,0,23800000,-11300000,7200000,140300000,53800000,139200000,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0
C,Citigroup Inc.,Finance,2013,Balance Sheet,0,-6600000000,0,0,0,0,0,0,0,32800000000,127000000000,1900000000000,0,305900000000,0,0,0,177700000000,-52800000000,221200000000,1700000000000,-227000000,6700000000,197600000000,204300000000,3000000000,0,150300000000,C,2013,Income Statement,93200000000,0,3300000000,0,0,0,73200000000,20000000000,-??,-535000000,7400000000,0,19500000000,-5900000000,13400000000,3000000000,3000000000,4,4,270000000,0,-227000000,0,0,18300000000,-194000000,11300000000,7600000000,16200000000,63000000000,30200000000,49400000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
CZFC,Citizens First Corporation,Finance,2013,Balance Sheet,0,2300000,0,0,0,0,0,0,0,4800000,13300000,410400000,0,4000000,0,0,0,23000000,-2300000,1900000,372100000,0,10900000,27400000,38300000,2000000,0,8600000,CZFC,2013,Income Statement,20600000,0,953000,0,0,0,18200000,2400000,-??,-33000,535000,0,2400000,-516000,1800000,2000000,2100000,1,1,0,0,0,0,0,0,0,794000,2700000,3000000,17500000,3000000,12600000,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
CSBK,Clifton Bancorp Inc.,Finance,2013,Balance Sheet,0,-14400000,0,0,0,0,0,0,0,0,36500000,1000000000,0,0,7300000,0,0,52500000,-3600000,12600000,829000000,0,0,187300000,187300000,25600000,0,15000000,CSBK,2013,Income Statement,37200000,0,627000,0,0,0,26500000,10700000,-??,-626000,2400000,-3000,10000000,-3400000,6600000,25100000,25200000,0,0,0,0,0,0,0,0,0,924000,762000,11800000,35400000,1800000,13900000,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
GLRE,Greenlight Capital Reinsurance Ltd.,Finance,2013,Balance Sheet,1300000000,-18200000,0,0,0,0,0,0,0,0,174500000,3100000000,0,0,0,0,0,0,0,1500000000,2000000000,-6800000,0,1100000000,1100000000,37000000,0,0,GLRE,2013,Income Statement,639600000,0,325000,0,192800000,0,376500000,263100000,-??,-??,0,-30100000,233000000,-538000,225700000,36800000,37600000,6,6,0,0,-6800000,0,0,0,0,0,0,0,0,0,0,171900000,547900000,338500000,0,0,0,0,0,1,0,0,0,0,3,0,0
JPM,JP Morgan Chase & Co.,Finance,2013,Balance Sheet,0,-14000000000,0,0,0,0,0,0,0,59300000000,162600000000,2400000000000,0,334000000000,0,0,0,250500000000,-6200000000,332200000000,2200000000000,0,11200000000,200000000000,211200000000,3800000000,0,39800000000,JPM,2013,Income Statement,106900000000,0,5300000000,0,0,0,69900000000,37000000000,-??,-11100000000,5600000000,0,25900000000,-8000000000,17400000000,3800000000,3800000000,4,4,0,0,0,0,0,21200000000,-805000000,1500000000,225000000,9700000000,53000000000,53900000000,60000000000,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0
NFBK,Northfield Bancorp Inc.,Finance,2013,Balance Sheet,0,-67500000,0,0,0,0,0,0,0,16200000,149800000,2700000000,0,101700000,11200000,0,0,368700000,-29300000,17600000,2000000000,0,0,716100000,716100000,57900000,0,15300000,NFBK,2013,Income Statement,103100000,0,4100000,0,0,0,72700000,30300000,-??,-434000,4000000,0,29900000,-10700000,19100000,54600000,55600000,0,0,0,0,0,0,0,0,0,4200000,1900000,16900000,92500000,10600000,53900000,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
PYDS,Payment Data Systems Inc.,Finance,2013,Balance Sheet,26600000,22800000,26600000,585000,0,99000,27300000,1200000,-1000000,0,121100,27500000,60800,0,597400,26700000,26900000,0,0,0,26900000,0,0,638800,638800,9100000,0,0,PYDS,2013,Income Statement,5200000,4200000,31700,943200,1700000,0,5900000,-755400,-??,-??,0,-1400,-756800,-32300,-789000,8400000,8400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,43,0,0
RY,Royal Bank of Canada,Finance,2013,Balance Sheet,0,3200000000,0,0,0,0,0,0,0,10700000000,24700000000,825400000000,0,103100000000,7400000000,0,0,21000000000,-1600000000,128400000000,777200000000,-96100000,4400000000,42100000000,46500000000,1400000000,0,26400000000,RY,2013,Income Statement,38100000000,0,1000000000,0,0,0,27600000000,10400000000,-??,-35300000,329400000,0,10400000000,-2100000000,8200000000,1400000000,1500000000,5,5,0,0,-96100000,0,5900000,5800000000,-248000000,4300000000,1200000000,7700000000,20700000000,17300000000,18700000000,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0
SIEB,Siebert Financial Corporation,Finance,2013,Balance Sheet,17000000,-3500000,17000000,1100000,0,0,0,959000,-247000,18000,769000,28000000,0,0,0,0,0,0,0,2900000,2900000,0,0,25100000,25100000,22100000,0,0,SIEB,2013,Income Statement,16400000,2400000,130000,13900000,9100000,0,21900000,-5500000,-??,-300000,0,0,-5900000,-19000,-5900000,22100000,22100000,0,0,0,0,0,-65000,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TIL,Till Capital Ltd.,Finance,2013,Balance Sheet,984800,984800,984800,100000,0,0,0,0,0,0,103900,1100000,0,0,0,0,0,0,0,70600,70600,0,0,1000000,1000000,1100,0,0,TIL,2013,Income Statement,0,0,0,0,0,0,81200,-81200,-??,-??,0,0,-81200,0,-81200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TD,Toronto-Dominion Bank,Finance,2013,Balance Sheet,0,142100000,0,0,0,0,0,0,0,15100000000,32700000000,827100000000,0,52400000000,6300000000,0,0,55200000000,-1500000000,121900000000,777300000000,-102900000,3300000000,45100000000,48400000000,1800000000,0,3400000000,TD,2013,Income Statement,33100000000,0,1000000000,0,0,0,25600000000,7500000000,-??,-134300000,1500000000,0,7400000000,-1100000000,6400000000,1800000000,1800000000,3,3,0,0,-102900000,0,266600000,7400000000,-181300000,4000000000,1600000000,6400000000,22200000000,11000000000,17600000000,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0
USB,U.S. Bancorp,Finance,2013,Balance Sheet,0,225000000,0,0,0,0,0,0,0,12700000000,38300000000,367700000000,0,29600000000,0,0,0,18100000000,-1300000000,11100000000,325900000000,-104000000,4800000000,36400000000,41100000000,1800000000,0,8500000000,USB,2013,Income Statement,20000000000,0,520000000,0,0,0,12300000000,7800000000,-??,-14000000,1100000000,0,7800000000,-2000000000,5800000000,1800000000,1800000000,3,3,0,0,-104000000,0,0,3300000000,-250000000,704000000,1300000000,1700000000,12300000000,7800000000,9200000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
GROW,US Global Investors Inc.,Finance,2013,Balance Sheet,18100000,-2500000,18100000,1500000,0,0,0,6300000,-3200000,0,800600,38700000,0,0,774400,0,0,0,-677500,1800000,1800000,0,0,36800000,36800000,15500000,0,0,GROW,2013,Income Statement,18900000,2700000,274500,15900000,6800000,0,19100000,-187300,-??,-47500,0,1300,-179000,-15200,-194200,15500000,15500000,0,0,0,0,0,54500,0,0,0,39800,0,0,188500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WFC,Wells Fargo & Co.,Finance,2013,Balance Sheet,0,-1900000000,0,0,0,0,0,0,0,48200000000,99200000000,1500000000000,0,66700000000,62400000000,0,0,140200000000,-7500000000,62400000000,1400000000000,-346000000,16300000000,153900000000,170100000000,5300000000,0,19900000000,WFC,2013,Income Statement,89500000000,0,3300000000,0,0,0,56500000000,33000000000,-??,-344000000,3000000000,-15000000,32600000000,-10400000000,21900000000,5300000000,5400000000,4,4,0,0,-346000000,0,0,12900000000,-989000000,10200000000,2300000000,4300000000,47100000000,42400000000,49900000000,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0
WBK,Westpac Banking Corporation,Finance,2013,Balance Sheet,0,-817600000,0,0,0,0,0,0,0,11500000000,0,652100000000,0,29100000000,0,0,0,122600000000,-1200000000,58100000000,607700000000,-73400000,0,43600000000,43600000000,3100000000,0,12400000000,WBK,2013,Income Statement,38500000000,0,897000000,0,0,0,28800000000,9800000000,-??,-27800000,4600000000,66500000,9800000000,-3000000000,6800000000,3100000000,3300000000,2,2,0,0,-73400000,0,0,2700000000,0,0,840500000,20000000000,32800000000,5700000000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0
WBKC,Wolverine Bancorp Inc.,Finance,2013,Balance Sheet,0,9600000,0,0,0,0,0,0,0,0,1100000,297800000,0,12000000,0,0,0,50000000,-3200000,2500000,237500000,0,0,60300000,60300000,2300000,0,791000,WBKC,2013,Income Statement,15400000,0,221000,0,0,0,13000000,2400000,-??,-??,2400000,0,2400000,-804000,1500000,2200000,2200000,1,1,0,0,0,0,0,0,0,1700000,830000,3200000,13400000,2000000,9000000,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0
WRLD,World Acceptance Corporation,Finance,2013,Balance Sheet,11600000,857200,11600000,0,0,0,0,56300000,-32300000,10500000,22200000,830800000,0,0,0,0,0,400300000,-29400000,42700000,464400000,0,0,366400000,366400000,12200000,0,0,WRLD,2013,Income Statement,583700000,0,7800000,0,277900000,0,417400000,166300000,-??,-??,17400000,0,166300000,-62200000,104100000,12900000,13200000,8,8,0,0,0,0,0,0,0,78200000,114300000,17400000,505500000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
YRD,Yirendai Ltd.,Finance,2013,Balance Sheet,0,0,0,4100000,0,0,0,0,0,0,624000,4900000,0,0,0,0,0,258000,0,1500000,1800000,0,0,3200000,3200000,59600000,0,0,YRD,2013,Income Statement,3100000,1300000,72100,1800000,10200000,0,11500000,-8400000,-??,-??,0,0,-8400000,0,-8400000,59600000,58600000,0,0,0,0,0,0,0,0,0,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,1,2,0,0
HSBC,HSBC Holdings PLC,Finance,2013,Balance Sheet,0,60600000000,0,0,0,0,0,0,0,29900000000,85300000000,2700000000000,0,212800000000,0,0,0,80800000000,-6500000000,685100000000,2500000000000,-1600000000,1400000000,174600000000,176000000000,3800000000,0,197800000000,HSBC,2013,Income Statement,94900000000,0,2200000000,0,0,0,76500000000,18400000000,1900000000,-685000000,4900000000,554400000,20200000000,-4800000000,16200000000,3700000000,3700000000,4,4,0,0,-1600000000,0,2300000000,30900000000,-571300000,12700000000,6000000000,15600000000,53400000000,41500000000,54800000000,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0
LYG,Lloyds Banking Group PLC,Finance,2013,Balance Sheet,0,-53700000000,0,0,0,0,0,0,0,7100000000,60800000000,1400000000000,0,72900000000,0,0,0,154900000000,-8400000000,374900000000,1300000000000,-56400000,0,64600000000,64600000000,17800000000,0,84300000000,LYG,2013,Income Statement,83000000000,0,3000000000,0,0,0,82500000000,535600000,244300000,-197300000,6900000000,0,582600000,-1900000000,-1300000000,17800000000,17800000000,0,0,0,0,-56400000,0,67300000,38500000000,0,17100000000,4300000000,21700000000,33100000000,49900000000,56500000000,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
